Ge 0    4s^2^4p ^2^P^o^          1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.18E-12 2.32E-12 5.83E-12
Se 0    4s^2^4p^3^ ^4^S^o^       8.48E-15 8.48E-15 8.48E-15 8.48E-15 8.48E-15 8.48E-15 8.48E-15 8.48E-15 8.48E-15 8.48E-15 8.48E-15 8.48E-15 8.49E-15 8.62E-15 9.46E-15 1.24E-14 1.67E-13 3.08E-12 1.32E-11 3.34E-11
Se 0    4s^2^4p^3^ ^2^D^o^       1.52E-15 1.52E-15 1.52E-15 1.52E-15 1.52E-15 1.52E-15 1.52E-15 1.52E-15 1.52E-15 1.52E-15 1.52E-15 1.69E-15 1.71E-14 1.41E-13 5.64E-13 1.52E-12 2.22E-11 1.93E-10 5.59E-10 1.10E-09
Se 0    4s^2^4p^3^ ^2^P^o^       1.00E-12 1.00E-12 1.00E-12 1.00E-12 1.00E-12 1.00E-12 1.00E-12 1.00E-12 1.00E-12 1.01E-12 1.03E-12 1.85E-12 1.24E-11 4.22E-11 9.45E-11 1.69E-10 8.18E-10 2.91E-09 5.42E-09 8.06E-09
Br 0    4s^2^4p^4^ ^3^P          1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.01E-12 1.02E-12 1.23E-12 2.26E-12 4.85E-12 9.58E-12 7.57E-11 4.29E-10 1.01E-09 1.74E-09
Br 0    4s^2^4p^4^ ^1^D          5.67E-17 6.45E-17 6.04E-16 5.83E-15 2.61E-14 7.63E-14 1.36E-12 1.38E-11 4.32E-11 8.97E-11 1.51E-10 6.27E-10 1.98E-09 3.51E-09 5.05E-09 6.57E-09 1.35E-08 2.46E-08 3.35E-08 4.12E-08
Kr 0    4s^2^4p^5^ ^2^P^o^       3.62E-45 1.80E-31 1.42E-23 1.62E-20 8.27E-19 1.09E-17 4.93E-15 3.27E-13 2.14E-12 6.70E-12 1.48E-11 1.17E-10 5.70E-10 1.22E-09 1.96E-09 2.75E-09 6.81E-09 1.41E-08 2.04E-08 2.59E-08
Rb 0    4s^2^4p^6^ ^1^S          1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.01E-14 1.12E-14
Xe 0    5s^2^5p^5^ ^2^P^o^       1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.00E-14 1.04E-14 1.48E-14 3.34E-14 8.32E-14 1.60E-12 1.91E-11 6.51E-11 1.42E-10 2.49E-10 1.13E-09 3.78E-09 6.84E-09 9.99E-09
